,track_id,object_id,box_type,x,y,z,angle,width,length,height,Folder,FileName
0,65,taxi,cuboid,-18.922943115234375,-0.37942320108413696,2.2231857776641846,-0.6134527325630188,4.616189956665039,1.8056161403656006,1.6139365434646606,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_42_832
1,73,dontcare,cuboid,2.8711228370666504,-3.4120101928710938,3.0169789791107178,-0.052448056638240814,7.823275089263916,2.478386163711548,3.2641146183013916,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_42_832
2,77,dontcare,cuboid,15.46158504486084,-4.08414888381958,2.6435306072235107,-0.037641823291778564,11.697456359863281,2.7843949794769287,3.52825665473938,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_42_832
0,65,taxi,cuboid,-22.156999588012695,3.694404363632202,2.2231857776641846,-1.0793633460998535,4.616189956665039,1.8056161403656006,1.6139365434646606,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_43_833
1,73,dontcare,cuboid,2.8711228370666504,-3.4120101928710938,3.0169789791107178,-0.052448056638240814,7.823275089263916,2.478386163711548,3.2641146183013916,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_43_833
2,77,dontcare,cuboid,14.514131546020508,-4.048468589782715,2.6880850791931152,-0.037641823291778564,11.697456359863281,2.7843949794769287,3.52825665473938,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_43_833
0,65,taxi,cuboid,-23.204994201660156,9.62328815460205,2.2025697231292725,-1.5743708610534668,4.616189956665039,1.8056161403656006,1.6139365434646606,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_44_833
1,73,dontcare,cuboid,2.8711228370666504,-3.4120101928710938,3.0169789791107178,-0.052448056638240814,7.823275089263916,2.478386163711548,3.2641146183013916,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_44_833
2,77,dontcare,cuboid,14.229511260986328,-4.037749767303467,2.7094695568084717,-0.037641823291778564,11.697456359863281,2.7843949794769287,3.52825665473938,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_44_833
0,65,taxi,cuboid,-21.219297409057617,16.120325088500977,2.2025697231292725,-2.0274784564971924,4.757084846496582,1.8056161403656006,1.6139365434646606,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_45_832
1,71,dontcare,cuboid,-38.138526916503906,-0.15703359246253967,2.325920820236206,-2.691782236099243,5.153275966644287,2.043017864227295,1.8997780084609985,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_45_832
2,73,dontcare,cuboid,2.8711228370666504,-3.4120101928710938,3.0169789791107178,-0.052448056638240814,7.823275089263916,2.478386163711548,3.2641146183013916,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_45_832
3,77,dontcare,cuboid,14.229511260986328,-4.037749767303467,2.7094695568084717,-0.037641823291778564,11.697456359863281,2.7843949794769287,3.52825665473938,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_45_832
0,65,taxi,cuboid,-17.567176818847656,22.09235191345215,2.2025697231292725,-2.1562230587005615,4.757084846496582,1.8056161403656006,1.6139365434646606,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_46_833
1,67,black-mpv,cuboid,-34.59475326538086,2.1762282848358154,2.325920820236206,-2.612401247024536,5.153275966644287,2.043017864227295,1.8997780084609985,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_46_833
2,73,dontcare,cuboid,2.8711228370666504,-3.4120101928710938,3.0169789791107178,-0.052448056638240814,7.823275089263916,2.478386163711548,3.2641146183013916,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_46_833
3,77,dontcare,cuboid,14.229511260986328,-4.037749767303467,2.7094695568084717,-0.037641823291778564,11.697456359863281,2.7843949794769287,3.52825665473938,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_46_833
0,65,taxi,cuboid,-14.63491439819336,26.98233413696289,2.2025697231292725,-2.0367114543914795,4.757084846496582,1.8056161403656006,1.6139365434646606,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_47_833
1,67,black-mpv,cuboid,-31.348316192626953,4.815179824829102,2.3460299968719482,-2.438122510910034,5.153275966644287,2.043017864227295,1.8997780084609985,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_47_833
2,73,dontcare,cuboid,2.8711228370666504,-3.4120101928710938,3.0169789791107178,-0.052448056638240814,7.823275089263916,2.478386163711548,3.2641146183013916,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_47_833
3,77,dontcare,cuboid,14.229511260986328,-4.037749767303467,2.7094695568084717,-0.037641823291778564,11.697456359863281,2.7843949794769287,3.52825665473938,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_47_833
0,66,dontcare,cuboid,-13.681583404541016,31.539047241210938,2.382315158843994,-1.6733283996582031,4.757084846496582,1.8056161403656006,1.6139365434646606,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_48_832
1,67,black-mpv,cuboid,-27.865787506103516,8.093503952026367,2.3460299968719482,-2.379387378692627,5.153275966644287,2.043017864227295,1.8997780084609985,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_48_832
2,73,dontcare,cuboid,2.8711228370666504,-3.4120101928710938,3.0169789791107178,-0.052448056638240814,7.823275089263916,2.478386163711548,3.2641146183013916,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_48_832
3,77,dontcare,cuboid,14.229511260986328,-4.037749767303467,2.7094695568084717,-0.037641823291778564,11.697456359863281,2.7843949794769287,3.52825665473938,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_48_832
0,66,dontcare,cuboid,-14.518147468566895,35.95875930786133,2.6224558353424072,-1.3157103061676025,4.757084846496582,1.8056161403656006,1.6139365434646606,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_49_833
1,67,black-mpv,cuboid,-24.080232620239258,11.875450134277344,2.3460299968719482,-2.370229721069336,5.153275966644287,2.043017864227295,1.8997780084609985,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_49_833
2,73,dontcare,cuboid,2.2644312381744385,-3.3801612854003906,3.0777149200439453,-0.052448056638240814,7.823275089263916,2.478386163711548,3.2641146183013916,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_49_833
3,77,dontcare,cuboid,14.229511260986328,-4.037749767303467,2.7094695568084717,-0.037641823291778564,11.697456359863281,2.7843949794769287,3.52825665473938,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_49_833
0,67,black-mpv,cuboid,-19.865764617919922,15.184558868408203,2.3460299968719482,-2.531167984008789,5.153275966644287,2.043017864227295,1.8997780084609985,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_50_833
1,70,dontcare,cuboid,-34.09599685668945,23.236595153808594,2.2842624187469482,2.312035083770752,4.437616348266602,1.7997760772705078,1.764975905418396,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_50_833
2,73,dontcare,cuboid,0.17943084239959717,-3.4707958698272705,3.0777149200439453,0.015370032750070095,7.823275089263916,2.478386163711548,3.2641146183013916,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_50_833
3,77,dontcare,cuboid,13.867375373840332,-4.024111747741699,2.7810988426208496,-0.037641823291778564,11.697456359863281,2.7843949794769287,3.52825665473938,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_50_833
0,67,black-mpv,cuboid,-15.214670181274414,17.54785919189453,2.373551607131958,-2.7455105781555176,5.153275966644287,2.043017864227295,1.8997780084609985,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_51_833
1,70,dontcare,cuboid,-30.500442504882812,21.129520416259766,2.2842624187469482,2.4937195777893066,4.437616348266602,1.7997760772705078,1.764975905418396,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_51_833
2,72,smalltruck,cuboid,-2.9858899116516113,-3.4133338928222656,3.0777149200439453,0.027095932513475418,7.823275089263916,2.478386163711548,3.2641146183013916,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_51_833
3,77,dontcare,cuboid,12.343091011047363,-3.966707706451416,2.830677032470703,-0.037641823291778564,11.697456359863281,2.7843949794769287,3.52825665473938,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_51_833
0,67,black-mpv,cuboid,-10.593180656433105,17.792856216430664,2.3964946269989014,3.098461151123047,5.153275966644287,2.043017864227295,1.8997780084609985,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_52_832
1,69,black-two-box,cuboid,-26.27565574645996,19.514053344726562,2.2842624187469482,2.922309637069702,4.437616348266602,1.7997760772705078,1.764975905418396,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_52_832
2,72,smalltruck,cuboid,-7.146517753601074,-3.3854897022247314,3.0777149200439453,-0.030793648213148117,7.823275089263916,2.478386163711548,3.2641146183013916,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_52_832
3,77,dontcare,cuboid,9.770803451538086,-3.8698365688323975,2.963707447052002,-0.037641823291778564,11.697456359863281,2.7843949794769287,3.52825665473938,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_52_832
4,81,dontcare,cuboid,-38.000064849853516,-0.9168047308921814,2.175767421722412,-2.5315537452697754,4.239238739013672,1.75,1.5800000429153442,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_52_832
0,67,black-mpv,cuboid,-6.474592208862305,16.29665184020996,2.3964946269989014,2.7381844520568848,5.153275966644287,2.043017864227295,1.8997780084609985,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_53_832
1,69,black-two-box,cuboid,-21.240137100219727,19.249114990234375,2.2842624187469482,-3.1236233711242676,4.437616348266602,1.7997760772705078,1.764975905418396,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_53_832
2,72,smalltruck,cuboid,-11.398164749145508,-2.9488043785095215,3.0777149200439453,-0.13491761684417725,7.823275089263916,2.478386163711548,3.2641146183013916,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_53_832
3,77,dontcare,cuboid,6.46256160736084,-3.7519707679748535,3.1833319664001465,-0.037641823291778564,11.697456359863281,2.7843949794769287,3.52825665473938,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_53_832
4,81,dontcare,cuboid,-34.71187210083008,1.3965585231781006,2.175767421722412,-2.5315537452697754,4.239238739013672,1.75,1.5800000429153442,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_53_832
0,67,black-mpv,cuboid,-3.3160927295684814,13.543214797973633,2.3964946269989014,2.4072606563568115,5.153275966644287,2.043017864227295,1.8997780084609985,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_54_832
1,69,black-two-box,cuboid,-16.072853088378906,19.33411979675293,2.2842624187469482,-3.053342342376709,4.437616348266602,1.7997760772705078,1.764975905418396,mediasdb1dettrain_20220711south_gate_2Dec2020Label_202210082020_12_02=09_03_18_833_dir,2020_12_02=09_06_54_832
