,track_id,object_id,box_type,x,y,z,angle,width,length,height,Folder,FileName
0,1,black-three-box,cuboid,-3.9823527336120605,-6.277645587921143,2.212071418762207,-0.020208310335874557,4.610359191894531,1.9243106842041016,1.5353567600250244,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_02_148
0,1,black-three-box,cuboid,-7.916141986846924,-6.035442352294922,2.212071418762207,-0.08151265233755112,4.610359191894531,1.9243106842041016,1.5353567600250244,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_03_148
0,1,black-three-box,cuboid,-13.113462448120117,-5.317821025848389,2.197289228439331,-0.1550672948360443,4.610359191894531,1.9243106842041016,1.5353567600250244,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_04_148
0,1,black-three-box,cuboid,-19.063133239746094,-4.095499038696289,2.197289228439331,-0.21841269731521606,4.610359191894531,1.9243106842041016,1.5353567600250244,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_05_148
0,1,black-three-box,cuboid,-25.558916091918945,-2.9612784385681152,2.145040512084961,-0.20574617385864258,4.610359191894531,1.9243106842041016,1.5353567600250244,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_06_148
0,14,privateminibus,cuboid,-4.438109397888184,19.9434871673584,2.816056728363037,1.930776596069336,6.980099201202393,2.256974697113037,2.6648218631744385,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_21_147
0,14,privateminibus,cuboid,-2.6088027954101562,15.083226203918457,2.801236152648926,1.9291013479232788,6.980099201202393,2.256974697113037,2.6351804733276367,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_22_147
0,14,privateminibus,cuboid,-1.252417802810669,11.868577003479004,2.801236152648926,1.98062002658844,6.966634273529053,2.256974697113037,2.6351804733276367,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_23_146
0,14,privateminibus,cuboid,-0.2222389280796051,9.933793067932129,2.801236152648926,2.0600669384002686,6.966634273529053,2.256974697113037,2.6351804733276367,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_24_147
0,17,black-smalltruck,cuboid,-20.82740592956543,19.50058937072754,3.0169389247894287,3.1405458450317383,6.71842098236084,2.5078413486480713,3.1590495109558105,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_46_144
0,17,black-smalltruck,cuboid,-15.324145317077637,19.144529342651367,3.0169389247894287,3.071259021759033,6.71842098236084,2.5078413486480713,3.1590495109558105,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_47_144
0,17,black-smalltruck,cuboid,-10.556280136108398,17.93067169189453,3.044583320617676,2.850804090499878,6.71842098236084,2.5078413486480713,3.1590495109558105,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_48_144
0,17,black-smalltruck,cuboid,-6.613404273986816,15.408073425292969,3.0624194145202637,2.5376548767089844,6.71842098236084,2.5078413486480713,3.1590495109558105,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_49_143
0,17,black-smalltruck,cuboid,-4.037822723388672,11.815581321716309,3.0624194145202637,2.1162636280059814,6.71842098236084,2.5078413486480713,3.1590495109558105,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_50_144
0,17,black-smalltruck,cuboid,-3.1648452281951904,7.38051700592041,3.087507486343384,1.6725724935531616,6.71842098236084,2.5078413486480713,3.1590495109558105,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_51_143
0,17,black-smalltruck,cuboid,-4.30704927444458,2.7150180339813232,3.087507486343384,1.2072371244430542,6.71842098236084,2.5078413486480713,3.1590495109558105,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_52_143
0,17,black-smalltruck,cuboid,-7.646071910858154,-0.9410045146942139,3.0158169269561768,0.7574687600135803,6.71842098236084,2.5078413486480713,3.1268398761749268,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_53_143
1,22,dontcare,cuboid,-37.76548767089844,-0.13456955552101135,2.3888185024261475,-2.800257921218872,4.671383380889893,1.952980875968933,2.0258238315582275,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_53_143
0,17,black-smalltruck,cuboid,-12.914632797241211,-3.214472532272339,3.0158169269561768,0.3019556701183319,6.71842098236084,2.5078413486480713,3.1268398761749268,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_54_143
1,22,dontcare,cuboid,-35.231544494628906,1.11821448802948,2.3888185024261475,-2.763213634490967,4.671383380889893,1.952980875968933,2.0258238315582275,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_54_143
0,17,black-smalltruck,cuboid,-19.50225830078125,-3.515347480773926,3.0158169269561768,-0.025493117049336433,6.71842098236084,2.5078413486480713,3.1268398761749268,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_55_143
1,22,dontcare,cuboid,-33.42316818237305,2.279597282409668,2.3888185024261475,-2.667215347290039,4.671383380889893,1.952980875968933,2.0258238315582275,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_55_143
0,19,dontcare,cuboid,-34.14453887939453,-3.8389251232147217,2.9685733318328857,0.1486310213804245,6.71842098236084,2.5078413486480713,3.1268398761749268,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_57_143
1,21,one-box,cuboid,-29.27936553955078,5.437792778015137,2.3888185024261475,-2.337324857711792,4.671383380889893,1.952980875968933,2.0258238315582275,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_57_143
0,20,cargo-one-box,cuboid,-26.578022003173828,8.456353187561035,2.3888185024261475,-2.286768674850464,4.671383380889893,1.952980875968933,2.0258238315582275,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_58_142
0,20,cargo-one-box,cuboid,-23.65135383605957,11.695123672485352,2.3888185024261475,-2.312822103500366,4.671383380889893,1.952980875968933,2.0258238315582275,mediasdb1deteval_13Jun2022renamed_SouthGateTestScene1Label_15May20222021_08_23=15_26_00_148,2021_08_23=15_26_59_143
