,track_id,object_id,box_type,x,y,z,angle,width,length,height,Folder,FileName
0,5,cargo-one-box,cuboid,-25.769014358520508,19.280996322631836,2.443638801574707,2.903089761734009,4.760992050170898,1.8149911165237427,1.9949690103530884,mediasdb1dettrain_20220711filtered_south_gate_3Dec2020Label2020_12_03=00_02_55_287_dir,2020_12_03=00_03_32_387
1,28,dontcare,cuboid,3.0355477333068848,-3.5875866413116455,3.121812582015991,-0.06438525766134262,10.701651573181152,2.7658133506774902,3.499589204788208,mediasdb1dettrain_20220711filtered_south_gate_3Dec2020Label2020_12_03=00_02_55_287_dir,2020_12_03=00_03_32_387
0,5,cargo-one-box,cuboid,-20.53083038330078,18.65328598022461,2.409181594848633,3.065615177154541,4.760992050170898,1.8149911165237427,1.9949690103530884,mediasdb1dettrain_20220711filtered_south_gate_3Dec2020Label2020_12_03=00_02_55_287_dir,2020_12_03=00_03_33_388
1,28,dontcare,cuboid,1.2566426992416382,-3.6798555850982666,3.1714136600494385,-0.033997368067502975,10.816516876220703,2.7658133506774902,3.499589204788208,mediasdb1dettrain_20220711filtered_south_gate_3Dec2020Label2020_12_03=00_02_55_287_dir,2020_12_03=00_03_33_388
0,5,cargo-one-box,cuboid,-15.255030632019043,18.443986892700195,2.409181594848633,3.1019418239593506,4.760992050170898,1.8149911165237427,1.9949690103530884,mediasdb1dettrain_20220711filtered_south_gate_3Dec2020Label2020_12_03=00_02_55_287_dir,2020_12_03=00_03_34_387
1,6,mediumtruck,cuboid,-1.3751282691955566,-3.503485679626465,3.1945478916168213,-0.010287236422300339,10.816516876220703,2.7658133506774902,3.499589204788208,mediasdb1dettrain_20220711filtered_south_gate_3Dec2020Label2020_12_03=00_02_55_287_dir,2020_12_03=00_03_34_387
0,5,cargo-one-box,cuboid,-10.211136817932129,17.62468719482422,2.409181594848633,2.928229331970215,4.760992050170898,1.8149911165237427,1.9949690103530884,mediasdb1dettrain_20220711filtered_south_gate_3Dec2020Label2020_12_03=00_02_55_287_dir,2020_12_03=00_03_35_387
1,6,mediumtruck,cuboid,-4.860671043395996,-3.5327367782592773,3.2329134941101074,0.00839188415557146,10.816516876220703,2.7658133506774902,3.499589204788208,mediasdb1dettrain_20220711filtered_south_gate_3Dec2020Label2020_12_03=00_02_55_287_dir,2020_12_03=00_03_35_387
0,5,cargo-one-box,cuboid,-5.916450500488281,15.573641777038574,2.443638801574707,2.614043712615967,4.760992050170898,1.8149911165237427,1.9949690103530884,mediasdb1dettrain_20220711filtered_south_gate_3Dec2020Label2020_12_03=00_02_55_287_dir,2020_12_03=00_03_36_387
1,6,mediumtruck,cuboid,-8.692190170288086,-3.5049781799316406,3.2118287086486816,0.0021876031532883644,10.701651573181152,2.7658133506774902,3.499589204788208,mediasdb1dettrain_20220711filtered_south_gate_3Dec2020Label2020_12_03=00_02_55_287_dir,2020_12_03=00_03_36_387
